estimating workload which takes just one milisecond
end estimation
1	1	1
1	3	2
1	5	3
1	7	4
1	8	5
1	10	6
1	12	7
1	13	8
1	15	9
1	17	10
1	18	11
1	20	12
1	21	13
1	23	14
1	25	15
1	26	16
1	28	17
1	30	18
1	31	19
1	33	20
1	35	21
1	36	22
1	38	23
1	40	24
1	41	25
1	43	26
1	45	27
1	46	28
1	48	29
1	50	30
1	52	31
1	53	32
1	55	33
1	57	34
1	58	35
1	60	36
1	62	37
1	63	38
1	65	39
1	67	40
1	68	41
1	70	42
1	72	43
1	73	44
1	75	45
1	77	46
1	78	47
1	80	48
1	82	49
1	83	50
1	85	51
1	87	52
1	88	53
1	90	54
1	92	55
1	93	56
1	95	57
1	97	58
1	98	59
1	100	60
1	102	61
1	103	62
1	105	63
1	107	64
1	108	65
1	110	66
1	112	67
1	113	68
1	115	69
1	117	70
1	118	71
1	120	72
1	122	73
1	123	74
1	125	75
1	127	76
1	128	77
1	130	78
1	132	79
1	133	80
1	135	81
1	137	82
1	138	83
1	140	84
1	142	85
1	143	86
1	145	87
1	147	88
1	148	89
1	150	90
1	152	91
1	153	92
1	155	93
1	157	94
1	159	95
1	160	96
1	162	97
1	163	98
1	165	99
1	167	100
0	1	1
0	3	2
0	5	3
0	6	4
0	8	5
0	10	6
0	12	7
0	13	8
0	15	9
0	17	10
0	18	11
0	20	12
0	22	13
0	23	14
0	25	15
0	27	16
0	28	17
0	30	18
0	32	19
0	33	20
0	35	21
0	37	22
0	38	23
0	40	24
0	42	25
0	43	26
0	45	27
0	47	28
0	48	29
0	50	30
0	52	31
0	54	32
0	55	33
0	57	34
0	59	35
0	60	36
0	63	37
0	64	38
0	66	39
0	68	40
0	70	41
0	71	42
0	73	43
0	75	44
0	76	45
0	78	46
0	80	47
0	81	48
0	83	49
0	85	50
0	86	51
0	88	52
0	90	53
0	91	54
0	93	55
0	95	56
0	96	57
0	98	58
0	100	59
0	101	60
0	103	61
0	105	62
0	107	63
0	108	64
0	110	65
0	112	66
0	113	67
0	115	68
0	117	69
0	118	70
0	120	71
0	122	72
0	123	73
0	125	74
0	127	75
0	128	76
0	130	77
0	132	78
0	133	79
0	135	80
0	137	81
0	139	82
0	140	83
0	142	84
0	143	85
0	145	86
0	147	87
0	149	88
0	150	89
0	152	90
0	154	91
0	156	92
0	157	93
0	159	94
0	160	95
0	162	96
0	164	97
0	166	98
0	167	99
0	169	100
